Date,close,signal,position,equity
2024-09-05,232.35000610351562,-1,0.0,10701.028003731371
2024-09-06,230.6300048828125,1,1.0,10690.32697572764
2024-09-09,231.60000610351562,1,1.0,10735.28916623464
2024-09-10,232.6199951171875,1,1.0,10782.568426681875
2024-09-11,232.25,1,1.0,10765.418148320798
2024-09-12,236.3300018310547,1,1.0,10954.537311968668
2024-09-13,238.67999267578125,1,1.0,11063.465768753198
2024-09-16,238.66000366210938,-1,0.0,11051.475757922874
2024-09-17,237.33999633789062,-1,0.0,11051.475757922874
2024-09-18,235.50999450683594,-1,0.0,11051.475757922874
2024-09-19,239.1699981689453,-1,0.0,11051.475757922874
2024-09-20,242.2100067138672,-1,0.0,11051.475757922874
2024-09-23,242.67999267578125,-1,0.0,11051.475757922874
2024-09-24,246.07000732421875,-1,0.0,11051.475757922874
2024-09-25,245.72999572753906,-1,0.0,11051.475757922874
2024-09-26,246.97999572753906,-1,0.0,11051.475757922874
2024-09-27,245.02000427246094,-1,0.0,11051.475757922874
2024-09-30,243.05999755859375,-1,0.0,11051.475757922874
2024-10-01,245.61000061035156,-1,0.0,11051.475757922874
2024-10-02,245.66000366210938,-1,0.0,11051.475757922874
2024-10-03,245.49000549316406,-1,0.0,11051.475757922874
2024-10-04,245.0,-1,0.0,11051.475757922874
2024-10-07,244.1699981689453,-1,0.0,11051.475757922874
2024-10-08,242.3699951171875,-1,0.0,11051.475757922874
2024-10-09,241.0500030517578,-1,0.0,11051.475757922874
2024-10-10,242.82000732421875,-1,0.0,11051.475757922874
2024-10-11,245.47000122070312,-1,0.0,11051.475757922874
2024-10-14,245.07000732421875,-1,0.0,11051.475757922874
2024-10-15,245.9199981689453,-1,0.0,11051.475757922874
2024-10-16,247.14999389648438,-1,0.0,11051.475757922874
2024-10-17,248.6300048828125,-1,0.0,11051.475757922874
2024-10-18,251.27000427246094,-1,0.0,11051.475757922874
2024-10-21,251.22000122070312,-1,0.0,11051.475757922874
2024-10-22,253.92999267578125,-1,0.0,11051.475757922874
2024-10-23,250.8699951171875,-1,0.0,11051.475757922874
2024-10-24,252.8000030517578,-1,0.0,11051.475757922874
2024-10-25,253.32000732421875,-1,0.0,11051.475757922874
2024-10-28,253.3300018310547,-1,0.0,11051.475757922874
2024-10-29,256.0899963378906,-1,0.0,11051.475757922874
2024-10-30,257.5,-1,0.0,11051.475757922874
2024-10-31,253.50999450683594,-1,0.0,11051.475757922874
2024-11-01,252.47000122070312,-1,0.0,11051.475757922874
2024-11-04,252.8300018310547,-1,0.0,11051.475757922874
2024-11-05,253.39999389648438,-1,0.0,11051.475757922874
2024-11-06,245.6999969482422,-1,0.0,11051.475757922874
2024-11-07,249.64999389648438,-1,0.0,11051.475757922874
2024-11-08,247.9600067138672,-1,0.0,11051.475757922874
2024-11-11,242.13999938964844,-1,0.0,11051.475757922874
2024-11-12,240.0500030517578,-1,0.0,11051.475757922874
2024-11-13,237.6300048828125,-1,0.0,11051.475757922874
2024-11-14,237.00999450683594,-1,0.0,11051.475757922874
2024-11-15,236.58999633789062,-1,0.0,11051.475757922874
2024-11-18,241.08999633789062,-1,0.0,11051.475757922874
2024-11-19,243.25,-1,0.0,11051.475757922874
2024-11-20,244.6199951171875,-1,0.0,11051.475757922874
2024-11-21,246.66000366210938,-1,0.0,11051.475757922874
2024-11-22,249.83999633789062,-1,0.0,11051.475757922874
2024-11-25,242.47999572753906,-1,0.0,11051.475757922874
2024-11-26,242.9499969482422,-1,0.0,11051.475757922874
2024-11-27,243.49000549316406,-1,0.0,11051.475757922874
2024-11-29,245.58999633789062,-1,0.0,11051.475757922874
2024-12-02,243.44000244140625,-1,0.0,11051.475757922874
2024-12-03,243.92999267578125,-1,0.0,11051.475757922874
2024-12-04,244.6699981689453,-1,0.0,11051.475757922874
2024-12-05,242.86000061035156,-1,0.0,11051.475757922874
2024-12-06,242.9499969482422,-1,0.0,11051.475757922874
2024-12-09,245.36000061035156,-1,0.0,11051.475757922874
2024-12-10,248.58999633789062,-1,0.0,11051.475757922874
2024-12-11,250.9600067138672,-1,0.0,11051.475757922874
2024-12-12,247.27999877929688,-1,0.0,11051.475757922874
2024-12-13,244.2899932861328,-1,0.0,11051.475757922874
2024-12-16,244.8800048828125,-1,0.0,11051.475757922874
2024-12-17,243.94000244140625,-1,0.0,11051.475757922874
2024-12-18,239.25999450683594,-1,0.0,11051.475757922874
2024-12-19,239.60000610351562,-1,0.0,11051.475757922874
2024-12-20,242.10000610351562,-1,0.0,11051.475757922874
2024-12-23,240.9600067138672,-1,0.0,11051.475757922874
2024-12-24,241.44000244140625,1,1.0,11040.42428216495
2024-12-26,243.07000732421875,-1,0.0,11103.919747984999
2024-12-27,241.39999389648438,1,1.0,11092.815828237013
2024-12-30,240.6300048828125,1,1.0,11057.433282527047
2024-12-31,242.1300048828125,1,1.0,11126.361303086529
2025-01-02,245.4199981689453,1,1.0,11277.543119664608
2025-01-03,243.49000549316406,1,1.0,11188.856069774009
2025-01-06,243.19000244140625,1,1.0,11175.070325427696
2025-01-07,244.55999755859375,1,1.0,11238.02435983029
2025-01-08,245.86000061035156,1,1.0,11297.762117882923
2025-01-10,248.2100067138672,1,1.0,11405.749630561613
2025-01-13,245.74000549316406,1,1.0,11292.248100613233
2025-01-14,247.02999877929688,1,1.0,11351.525889778672
2025-01-15,248.8800048828125,1,1.0,11436.537395604199
2025-01-16,250.60000610351562,1,1.0,11515.574915272837
2025-01-17,249.27000427246094,1,1.0,11454.458652902778
2025-01-21,253.1300048828125,1,1.0,11631.833453856061
2025-01-22,254.42999267578125,-1,0.0,11679.938677282755
2025-01-23,254.07000732421875,1,1.0,11668.258738605473
2025-01-24,255.64999389648438,-1,0.0,11729.151945593878
2025-01-27,252.99000549316406,1,1.0,11717.422793648284
2025-01-28,255.17999267578125,-1,0.0,11807.136277903213
2025-01-29,254.1999969482422,1,1.0,11795.32914162531
2025-01-30,258.04998779296875,-1,0.0,11962.18019230658
2025-01-31,258.55999755859375,1,1.0,11950.218012114274
2025-02-03,259.94000244140625,-1,0.0,12002.049351044874
2025-02-04,262.5,1,1.0,11990.047301693829
2025-02-05,264.1300048828125,1,1.0,12064.500008920168
2025-02-06,263.42999267578125,1,1.0,12032.5259918761
2025-02-07,263.8999938964844,1,1.0,12053.993941849752
2025-02-10,268.3699951171875,1,1.0,12258.167374515884
2025-02-11,267.3900146484375,1,1.0,12213.405423372842
2025-02-12,267.6700134277344,1,1.0,12226.194751404028
2025-02-13,270.30999755859375,-1,0.0,12334.553450384909
2025-02-14,266.2900085449219,-1,0.0,12334.553450384909
2025-02-18,270.70001220703125,-1,0.0,12334.553450384909
2025-02-19,270.8500061035156,-1,0.0,12334.553450384909
2025-02-20,270.989990234375,-1,0.0,12334.553450384909
2025-02-21,270.739990234375,-1,0.0,12334.553450384909
2025-02-24,272.2099914550781,-1,0.0,12334.553450384909
2025-02-25,268.6199951171875,-1,0.0,12334.553450384909
2025-02-26,269.0299987792969,-1,0.0,12334.553450384909
2025-02-27,264.92999267578125,-1,0.0,12334.553450384909
2025-02-28,263.2699890136719,-1,0.0,12334.553450384909
2025-03-03,266.739990234375,-1,0.0,12334.553450384909
2025-03-04,269.05999755859375,1,1.0,12322.218896934524
2025-03-05,269.6199951171875,1,1.0,12347.865267860543
2025-03-06,268.25,1,1.0,12285.123203358593
2025-03-07,268.3900146484375,1,1.0,12291.535494901293
2025-03-10,266.0400085449219,1,1.0,12183.911582467616
2025-03-11,269.1600036621094,1,1.0,12326.798905518968
2025-03-12,270.3299865722656,1,1.0,12380.38095285203
2025-03-13,275.1300048828125,-1,0.0,12587.82840535098
2025-03-14,275.239990234375,1,1.0,12575.240576945629
2025-03-17,276.7300109863281,-1,0.0,12630.741815387946
2025-03-18,279.9599914550781,-1,0.0,12630.741815387946
2025-03-19,281.1099853515625,-1,0.0,12630.741815387946
2025-03-20,280.75,-1,0.0,12630.741815387946
2025-03-21,278.489990234375,-1,0.0,12630.741815387946
2025-03-24,277.25,-1,0.0,12630.741815387946
2025-03-25,278.4700012207031,-1,0.0,12630.741815387946
2025-03-26,278.239990234375,-1,0.0,12630.741815387946
2025-03-27,281.9700012207031,-1,0.0,12630.741815387946
2025-03-28,284.05999755859375,-1,0.0,12630.741815387946
2025-03-31,288.1400146484375,-1,0.0,12630.741815387946
2025-04-01,287.57000732421875,-1,0.0,12630.741815387946
2025-04-02,288.1600036621094,-1,0.0,12630.741815387946
2025-04-03,286.4200134277344,-1,0.0,12630.741815387946
2025-04-04,279.7200012207031,-1,0.0,12630.741815387946
2025-04-07,273.7099914550781,-1,0.0,12630.741815387946
2025-04-08,275.20001220703125,-1,0.0,12630.741815387946
2025-04-09,285.3800048828125,-1,0.0,12630.741815387946
2025-04-10,292.3500061035156,-1,0.0,12630.741815387946
2025-04-11,297.92999267578125,-1,0.0,12630.741815387946
2025-04-14,296.2300109863281,-1,0.0,12630.741815387946
2025-04-15,297.7799987792969,-1,0.0,12630.741815387946
2025-04-16,307.4700012207031,-1,0.0,12630.741815387946
2025-04-17,306.1199951171875,-1,0.0,12630.741815387946
2025-04-21,315.5899963378906,-1,0.0,12630.741815387946
2025-04-22,311.1099853515625,-1,0.0,12630.741815387946
2025-04-23,303.6499938964844,-1,0.0,12630.741815387946
2025-04-24,308.07000732421875,-1,0.0,12630.741815387946
2025-04-25,304.7300109863281,-1,0.0,12630.741815387946
2025-04-28,309.07000732421875,-1,0.0,12630.741815387946
2025-04-29,306.05999755859375,-1,0.0,12630.741815387946
2025-04-30,303.7699890136719,-1,0.0,12630.741815387946
2025-05-01,297.4599914550781,-1,0.0,12630.741815387946
2025-05-02,297.9800109863281,-1,0.0,12630.741815387946
2025-05-05,306.8800048828125,-1,0.0,12630.741815387946
2025-05-06,315.4800109863281,-1,0.0,12630.741815387946
2025-05-07,310.75,-1,0.0,12630.741815387946
2025-05-08,304.6300048828125,-1,0.0,12630.741815387946
2025-05-09,306.8399963378906,-1,0.0,12630.741815387946
2025-05-12,298.19000244140625,-1,0.0,12630.741815387946
2025-05-13,299.4599914550781,-1,0.0,12630.741815387946
2025-05-14,293.1600036621094,-1,0.0,12630.741815387946
2025-05-15,297.8399963378906,-1,0.0,12630.741815387946
2025-05-16,294.239990234375,-1,0.0,12630.741815387946
2025-05-19,298.0299987792969,-1,0.0,12630.741815387946
2025-05-20,303.5799865722656,-1,0.0,12630.741815387946
2025-05-21,305.82000732421875,-1,0.0,12630.741815387946
2025-05-22,303.1099853515625,-1,0.0,12630.741815387946
2025-05-23,309.75,-1,0.0,12630.741815387946
2025-05-27,304.5,-1,0.0,12630.741815387946
2025-05-28,303.80999755859375,-1,0.0,12630.741815387946
2025-05-29,305.6099853515625,-1,0.0,12630.741815387946
2025-05-30,303.6000061035156,-1,0.0,12630.741815387946
2025-06-02,311.6700134277344,-1,0.0,12630.741815387946
2025-06-03,308.9100036621094,-1,0.0,12630.741815387946
2025-06-04,310.8999938964844,-1,0.0,12630.741815387946
2025-06-05,309.3299865722656,-1,0.0,12630.741815387946
2025-06-06,305.17999267578125,-1,0.0,12630.741815387946
2025-06-09,306.6199951171875,-1,0.0,12630.741815387946
2025-06-10,306.7099914550781,-1,0.0,12630.741815387946
2025-06-11,308.3699951171875,-1,0.0,12630.741815387946
2025-06-12,312.20001220703125,-1,0.0,12630.741815387946
2025-06-13,316.2900085449219,-1,0.0,12630.741815387946
2025-06-16,311.7799987792969,-1,0.0,12630.741815387946
2025-06-17,311.94000244140625,-1,0.0,12630.741815387946
2025-06-18,310.260009765625,-1,0.0,12630.741815387946
2025-06-20,310.1300048828125,-1,0.0,12630.741815387946
2025-06-23,311.0799865722656,-1,0.0,12630.741815387946
2025-06-24,306.19000244140625,-1,0.0,12630.741815387946
2025-06-25,307.1199951171875,-1,0.0,12630.741815387946
2025-06-26,306.7799987792969,-1,0.0,12630.741815387946
2025-06-27,301.2200012207031,-1,0.0,12630.741815387946
2025-06-30,304.8299865722656,-1,0.0,12630.741815387946
2025-07-01,307.54998779296875,-1,0.0,12630.741815387946
2025-07-02,309.25,-1,0.0,12630.741815387946
2025-07-03,307.1400146484375,-1,0.0,12630.741815387946
2025-07-07,307.3699951171875,-1,0.0,12630.741815387946
2025-07-08,304.1600036621094,-1,0.0,12630.741815387946
2025-07-09,305.5199890136719,-1,0.0,12630.741815387946
2025-07-10,306.20001220703125,-1,0.0,12630.741815387946
2025-07-11,309.1400146484375,-1,0.0,12630.741815387946
2025-07-14,308.010009765625,-1,0.0,12630.741815387946
2025-07-15,306.7300109863281,-1,0.0,12630.741815387946
2025-07-16,308.260009765625,-1,0.0,12630.741815387946
2025-07-17,307.5899963378906,-1,0.0,12630.741815387946
2025-07-18,308.3900146484375,-1,0.0,12630.741815387946
2025-07-21,313.1300048828125,-1,0.0,12630.741815387946
2025-07-22,316.1000061035156,-1,0.0,12630.741815387946
2025-07-23,312.17999267578125,-1,0.0,12630.741815387946
2025-07-24,310.2699890136719,-1,0.0,12630.741815387946
2025-07-25,307.3999938964844,-1,0.0,12630.741815387946
2025-07-28,305.4100036621094,-1,0.0,12630.741815387946
2025-07-29,306.25,-1,0.0,12630.741815387946
2025-07-30,300.9599914550781,-1,0.0,12630.741815387946
2025-07-31,302.9599914550781,-1,0.0,12630.741815387946
2025-08-01,309.1099853515625,-1,0.0,12630.741815387946
2025-08-04,310.9100036621094,-1,0.0,12630.741815387946
2025-08-05,311.1600036621094,-1,0.0,12630.741815387946
2025-08-06,310.5,-1,0.0,12630.741815387946
2025-08-07,313.1199951171875,-1,0.0,12630.741815387946
2025-08-08,313.04998779296875,-1,0.0,12630.741815387946
2025-08-11,308.54998779296875,-1,0.0,12630.741815387946
2025-08-12,308.2699890136719,-1,0.0,12630.741815387946
2025-08-13,309.2099914550781,-1,0.0,12630.741815387946
2025-08-14,307.25,-1,0.0,12630.741815387946
2025-08-15,307.42999267578125,-1,0.0,12630.741815387946
2025-08-18,306.95001220703125,-1,0.0,12630.741815387946
2025-08-19,305.2699890136719,1,1.0,12618.11107357256
2025-08-20,308.3599853515625,1,1.0,12745.833805618422
2025-08-21,307.2900085449219,1,1.0,12701.607099167652
2025-08-22,310.5799865722656,1,1.0,12837.595927656053
2025-08-25,309.8299865722656,1,1.0,12806.595227797688
2025-08-26,312.0799865722656,1,1.0,12899.597327372787
2025-08-27,312.7099914550781,1,1.0,12925.63811708129
2025-08-28,315.0299987792969,1,1.0,13021.533918051042
2025-08-29,318.07000732421875,1,1.0,13147.190441341696
2025-09-02,325.5899963378906,1,1.0,13458.023671143095
2025-09-03,328.1400146484375,1,1.0,13563.426807514563
2025-09-04,326.69000244140625,1,1.0,13503.491616553038
2025-09-05,331.04998779296875,1,1.0,13683.70841291392
2025-09-08,334.82000732421875,1,1.0,13839.539404845198
2025-09-09,334.05999755859375,1,1.0,13808.124958667107
2025-09-10,335.260009765625,1,1.0,13857.726583009176
2025-09-11,334.760009765625,1,1.0,13837.059449770264
2025-09-12,335.4200134277344,1,1.0,13864.340217016232
2025-09-15,338.9100036621094,1,1.0,14008.59640336888
2025-09-16,339.5899963378906,1,1.0,14036.703401832588
2025-09-17,336.9700012207031,1,1.0,13928.407825488172
2025-09-18,335.6199951171875,1,1.0,13872.606313458773
2025-09-19,339.17999267578125,1,1.0,14019.756201206079
2025-09-22,345.04998779296875,1,1.0,14262.388143603415
2025-09-23,346.4599914550781,1,1.0,14320.669610707748
2025-09-24,343.32000732421875,1,1.0,14190.880669906677
2025-09-25,344.75,1,1.0,14249.988368228755
2025-09-26,346.739990234375,1,1.0,14332.243154864671
2025-09-29,352.4599914550781,1,1.0,14568.675209574672
2025-09-30,355.4700012207031,1,1.0,14693.091755327861
2025-10-01,356.0299987792969,1,1.0,14716.238843641702
2025-10-02,354.7900085449219,1,1.0,14664.98475686415
2025-10-03,357.6400146484375,1,1.0,14782.787668610279
2025-10-06,364.3800048828125,1,1.0,15061.380221015845
2025-10-07,366.260009765625,1,1.0,15139.088843821623
2025-10-08,372.29998779296875,1,1.0,15388.746905124033
2025-10-09,365.42999267578125,1,1.0,15104.780696248876
2025-10-10,369.1199951171875,1,1.0,15257.304240465772
2025-10-13,378.0899963378906,1,1.0,15628.072661228694
2025-10-14,380.7900085449219,1,1.0,15739.675685287491
2025-10-15,387.3900146484375,1,1.0,16012.48209632545
2025-10-16,396.45001220703125,1,1.0,16386.97044970077
2025-10-17,388.989990234375,1,1.0,16078.615913552596
2025-10-20,403.1499938964844,1,1.0,16663.909278249146
2025-10-21,377.239990234375,-1,0.0,15576.274373159953
2025-10-22,377.2799987792969,-1,0.0,15576.274373159953
2025-10-23,378.7900085449219,-1,0.0,15576.274373159953
2025-10-24,377.5199890136719,-1,0.0,15576.274373159953
2025-10-27,367.010009765625,-1,0.0,15576.274373159953
2025-10-28,364.3800048828125,-1,0.0,15576.274373159953
2025-10-29,363.0,-1,0.0,15576.274373159953
2025-10-30,370.1300048828125,-1,0.0,15576.274373159953
2025-10-31,368.1199951171875,-1,0.0,15576.274373159953
2025-11-03,368.7799987792969,-1,0.0,15576.274373159953
2025-11-04,362.32000732421875,-1,0.0,15576.274373159953
2025-11-05,366.510009765625,-1,0.0,15576.274373159953
2025-11-06,366.07000732421875,-1,0.0,15576.274373159953
2025-11-07,368.30999755859375,-1,0.0,15576.274373159953
2025-11-10,378.3800048828125,-1,0.0,15576.274373159953
2025-11-11,379.8699951171875,-1,0.0,15576.274373159953
2025-11-12,385.989990234375,-1,0.0,15576.274373159953
2025-11-13,382.8699951171875,-1,0.0,15576.274373159953
2025-11-14,375.9599914550781,-1,0.0,15576.274373159953
2025-11-17,371.6499938964844,-1,0.0,15576.274373159953
2025-11-18,374.3500061035156,-1,0.0,15576.274373159953
2025-11-19,374.9599914550781,-1,0.0,15576.274373159953
2025-11-20,374.8500061035156,-1,0.0,15576.274373159953
2025-11-21,374.2699890136719,1,1.0,15560.698098786794
2025-11-24,380.20001220703125,-1,0.0,15791.684821906165
2025-11-25,380.0799865722656,-1,0.0,15791.684821906165
2025-11-26,383.1199951171875,-1,0.0,15791.684821906165
2025-11-28,387.8800048828125,-1,0.0,15791.684821906165
2025-12-01,389.75,-1,0.0,15791.684821906165
2025-12-02,387.239990234375,-1,0.0,15791.684821906165
2025-12-03,386.8800048828125,-1,0.0,15791.684821906165
2025-12-04,387.1300048828125,-1,0.0,15791.684821906165
2025-12-05,386.44000244140625,-1,0.0,15791.684821906165
2025-12-08,385.4200134277344,-1,0.0,15791.684821906165
2025-12-09,387.3999938964844,-1,0.0,15791.684821906165
2025-12-10,389.04998779296875,1,1.0,15775.893137084258
2025-12-11,393.239990234375,1,1.0,15945.796832839987
2025-12-12,395.44000244140625,1,1.0,16035.006853576126
2025-12-15,395.79998779296875,1,1.0,16049.60418197956
2025-12-16,395.8900146484375,1,1.0,16053.254751561633
2025-12-17,399.2900085449219,1,1.0,16191.123771123766
2025-12-18,398.57000732421875,1,1.0,16161.927876835685
2025-12-19,399.0199890136719,1,1.0,16180.174537339975
2025-12-22,408.2300109863281,1,1.0,16553.638942916932
2025-12-23,413.6400146484375,1,1.0,16773.01342517521
2025-12-24,411.92999267578125,1,1.0,16703.67240281526
2025-12-26,416.739990234375,-1,0.0,16882.013094517122
2025-12-29,398.6000061035156,-1,0.0,16882.013094517122
2025-12-30,398.8900146484375,-1,0.0,16882.013094517122
2025-12-31,396.30999755859375,-1,0.0,16882.013094517122
2026-01-02,398.2799987792969,-1,0.0,16882.013094517122
2026-01-05,408.760009765625,-1,0.0,16882.013094517122
2026-01-06,413.17999267578125,-1,0.0,16882.013094517122
2026-01-07,409.2300109863281,-1,0.0,16882.013094517122
2026-01-08,411.489990234375,-1,0.0,16882.013094517122
2026-01-09,414.4700012207031,-1,0.0,16882.013094517122
2026-01-12,422.2300109863281,-1,0.0,16882.013094517122
2026-01-13,421.6300048828125,-1,0.0,16882.013094517122
2026-01-14,425.94000244140625,-1,0.0,16882.013094517122
2026-01-15,423.3299865722656,-1,0.0,16882.013094517122
2026-01-16,421.2900085449219,-1,0.0,16882.013094517122
2026-01-20,437.2300109863281,-1,0.0,16882.013094517122
2026-01-21,443.6000061035156,-1,0.0,16882.013094517122
2026-01-22,451.7900085449219,-1,0.0,16882.013094517122
2026-01-23,458.0,-1,0.0,16882.013094517122
2026-01-26,464.70001220703125,-1,0.0,16882.013094517122
2026-01-27,476.1000061035156,-1,0.0,16882.013094517122
2026-01-28,494.55999755859375,-1,0.0,16882.013094517122
2026-01-29,495.8999938964844,-1,0.0,16882.013094517122
2026-01-30,444.95001220703125,-1,0.0,16882.013094517122
2026-02-02,427.1300048828125,-1,0.0,16882.013094517122
2026-02-03,454.2900085449219,-1,0.0,16882.013094517122
2026-02-04,453.9700012207031,-1,0.0,16882.013094517122
2026-02-05,441.8800048828125,-1,0.0,16882.013094517122
2026-02-06,455.4599914550781,-1,0.0,16882.013094517122
2026-02-09,467.0299987792969,-1,0.0,16882.013094517122
2026-02-10,462.3999938964844,-1,0.0,16882.013094517122
2026-02-11,467.6300048828125,-1,0.0,16882.013094517122
2026-02-12,451.3900146484375,-1,0.0,16882.013094517122
2026-02-13,462.6199951171875,-1,0.0,16882.013094517122
2026-02-17,448.20001220703125,-1,0.0,16882.013094517122
2026-02-18,458.2799987792969,-1,0.0,16882.013094517122
2026-02-19,459.55999755859375,-1,0.0,16882.013094517122
2026-02-20,468.6199951171875,-1,0.0,16882.013094517122
2026-02-23,481.2799987792969,-1,0.0,16882.013094517122
2026-02-24,474.6099853515625,-1,0.0,16882.013094517122
2026-02-25,473.4200134277344,-1,0.0,16882.013094517122
2026-02-26,477.4800109863281,-1,0.0,16882.013094517122
2026-02-27,483.75,1,1.0,16865.131081422605
2026-03-02,490.0,-1,0.0,17066.161700747154
2026-03-03,468.1400146484375,-1,0.0,17066.161700747154
2026-03-04,471.79998779296875,-1,0.0,17066.161700747154
2026-03-05,466.1300048828125,1,1.0,17049.095539046408
2026-03-06,473.510009765625,-1,0.0,17301.97630643762
2026-03-09,472.5299987792969,-1,0.0,17301.97630643762
2026-03-10,477.8599853515625,-1,0.0,17301.97630643762
2026-03-11,476.239990234375,-1,0.0,17301.97630643762
2026-03-12,466.8800048828125,-1,0.0,17301.97630643762
2026-03-13,460.8399963378906,-1,0.0,17301.97630643762
2026-03-16,460.42999267578125,-1,0.0,17301.97630643762
2026-03-17,459.2699890136719,-1,0.0,17301.97630643762
2026-03-18,444.739990234375,-1,0.0,17301.97630643762
2026-03-19,426.4100036621094,1,1.0,17284.674330131184
2026-03-20,413.3800048828125,1,1.0,16756.49890392655
2026-03-23,404.0400085449219,-1,0.0,16361.142481102961
2026-03-24,404.1300048828125,-1,0.0,16361.142481102961
2026-03-25,416.2900085449219,-1,0.0,16361.142481102961
2026-03-26,400.6400146484375,-1,0.0,16361.142481102961
2026-03-27,414.70001220703125,-1,0.0,16361.142481102961
2026-03-30,414.5799865722656,-1,0.0,16361.142481102961
2026-03-31,430.2900085449219,-1,0.0,16361.142481102961
2026-04-01,437.82000732421875,-1,0.0,16361.142481102961
2026-04-02,429.4100036621094,-1,0.0,16361.142481102961
2026-04-06,427.6499938964844,-1,0.0,16361.142481102961
2026-04-07,431.80999755859375,-1,0.0,16361.142481102961
2026-04-08,434.5299987792969,-1,0.0,16361.142481102961
2026-04-09,437.9100036621094,-1,0.0,16361.142481102961
2026-04-10,437.1300048828125,-1,0.0,16361.142481102961
2026-04-13,435.3599853515625,-1,0.0,16361.142481102961
2026-04-14,445.0899963378906,-1,0.0,16361.142481102961
2026-04-15,440.4599914550781,-1,0.0,16361.142481102961
2026-04-16,440.0799865722656,-1,0.0,16361.142481102961
2026-04-17,445.92999267578125,-1,0.0,16361.142481102961
